NIVEL,CIFRAS AL DIA:,31-ene-19,28-feb-19,31-mar-19,30-abr-19,31-may-19,30-jun-19,31-jul-19,31-ago-19,30-sep-19,31-oct-19,30-nov-19,31-dic-19,31-ene-20,29-feb-20,31-mar-20,30-abr-20,31-may-20,30-jun-20,31-jul-20,31-ago-20,30-sep-20,31-oct-20,30-nov-20,31-dic-20,31-ene-21,28-feb-21,31-mar-21,30-abr-21,31-may-21,30-jun-21,31-jul-21,31-ago-21,30-sep-21,31-oct-21,30-nov-21,31-dic-21,31-ene-22,28-feb-22,31-mar-22,30-abr-22,31-may-22,30-jun-22,31-jul-22,31-ago-22,30-sep-22,31-oct-22,30-nov-22,31-dic-22
4,          PERSONALES,3506430.63,3469081.49,3220455.58,3224234.24,3385906.18,3398207.07,4260635.53,4404198.99,4333865.33,4163294.4,5035917.93,4116499.59,4278683.51,3770198.07,4812549.79,5171631.61,5184042.72,5182270.73,5524351.1,6027121.73,5941148.22,5872286.41,6325197.42,5752480.66,5527780.5,5427083.89,5174088.56,5131272.93,4937461.3,5222107.31,5279363.22,5007314.12,5280842.73,5565479.21,5699376.73,5332166.68,5297772.1,5380640.7,3940665.14,4138093.2,4264212.97,4271239.29,4763851.41,4330110.5,4720958.98,4544234.8,4551900.67,4282874.56
4,          NÓMINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          AUTOMOTRIZ,411376.64,410020.05,409935.84,406088.08,401289.27,478569.81,622307.98,622307.98,620208.42,616710.12,616710.12,548628.77,548628.77,548628.77,543141.63,543141.63,543141.63,539263.13,539263.13,539263.13,539263.13,534724.7,808631.69,1129475.79,1079346.59,1079346.59,1079346.59,1271720.01,971913.54,971913.54,971913.54,971913.54,971913.54,971913.54,1097093.78,971913.54,971913.54,971913.54,698006.55,698006.55,698006.55,720971.89,720971.89,720971.89,720971.89,765042,765042,765042
4,          ADQUISICIÓN DE BIENES MUEBLES,95633.44,107265.33,96753.81,142240.12,155559.7,100315.85,113573.94,137943.86,122754.67,135407.03,142898.75,129239.47,165017.61,173083.7,228385.45,276715.61,260583.2,228844.79,216582.96,226236.65,251048.99,226768.91,261731.97,256600.94,321972.41,305836.81,261232.29,261232.29,259556.89,285245.46,285115.17,220716.17,209047.22,276114.27,296561.98,349367.57,312091.09,295212.1,275910.77,243044.05,281400.23,242030.17,221192.54,221192.54,248396.21,294142.59,321472.54,347524
4,          OPERACIONES DE ARRENDAMIENTO CAPITALIZABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          OTROS CRÉDITOS DE CONSUMO,4497083.06,4340282.71,4357477.81,4213376.04,4658445.29,4578241.45,4819328.02,5015277.59,4558454.36,5268197.18,4817285.12,4620217.88,4790222.34,4901571.4,4980129.96,5289293.18,5244733.33,5347186.82,5375885.57,5500814.43,5153600.07,5302566.48,5456023.54,4866526.21,4990249.19,5089847.31,4831202.88,4675091.13,4567420,4533268.04,4746608.4,4326509.58,4089781.07,4405584,4552918.93,4473204.41,4518447.9,4411633.98,3285281.29,3394535.88,3413863.55,3509441.67,3487873.66,3636251.57,3512722.18,3397353.46,3549070.1,3745342.25
3,     CRÉDITOS VENCIDOS A LA VIVIENDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          MEDIA Y RESIDENCIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          DE INTERÉS SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ESTIMACIÓN PREVENTIVA PARA RIESGOS CREDITICIOS,-12324326.54,-12303637,-12650671.06,-13434821.42,-13755380.48,-13445893.21,-14304559.46,-15137344.16,-14437991.78,-15289786.6,-15933904.97,-14500845.16,-14647132.94,-14858756.57,-15592389.69,-15989756.21,-16768461.3,-15936712.04,-15336403.82,-15872025.82,-16495554.83,-17312870.39,-17749913.4,-16694917.38,-16780364.58,-16828854.72,-16035053.73,-16089518.57,-15930912.62,-15914283.99,-16228679.42,-15640795.15,-15792381.49,-16238504.99,-17326006.38,-16665452.07,-16407011.43,-16452164.1,-13646187.82,-13871387.22,-14005909.36,-13902839.61,-14470105.12,-14589769.2,-15095798.84,-15209833.07,-15887497.37,-15263800.22
3,     ESTIMACIÓN PREVENTIVA PARA RIESGOS CREDITICIOS DERIVADA DE LA CALIFICACIÓN,-12030593.77,-12030257.15,-12389974.71,-13180492.26,-13476100.49,-13170595.94,-13994923.35,-14821404.09,-14120435.32,-14954613.97,-15523381.28,-14187474,-14337373.26,-14587633.54,-15165551.88,-15572522.35,-16385178.69,-15541263.46,-14912219.61,-15412086.69,-16047385.74,-16855707.21,-17247421.43,-16221036.15,-16339568.8,-16378765.87,-15606875.24,-15618935.74,-15486645.42,-15413046.32,-15721106.45,-15150292.91,-15299586.31,-15717580.71,-16790778.34,-16149441.27,-15929714.88,-15978759.66,-13309416.22,-13470391.73,-13596167.04,-13501436.72,-14049537.95,-14182039.93,-14671607.35,-14798613.43,-15462634.75,-14841725.42
4,          CARTERA DE CRÉDITO,-12030593.77,-12030257.15,-12389974.71,-13180492.26,-13476100.49,-13170595.94,-13994923.35,-14821404.09,-14120435.32,-14954613.97,-15523381.28,-14187474,-14337373.26,-14587633.54,-15165551.88,-15572522.35,-16385178.69,-15541263.46,-14912219.61,-15412086.69,-16047385.74,-16855707.21,-17247421.43,-16221036.15,-16339568.8,-16378765.87,-15606875.24,-15618935.74,-15486645.42,-15413046.32,-15721106.45,-15150292.91,-15299586.31,-15717580.71,-16790778.34,-16149441.27,-15929714.88,-15978759.66,-13309416.22,-13470391.73,-13596167.04,-13501436.72,-14049537.95,-14182039.93,-14671607.35,-14798613.43,-15462634.75,-14841725.42
5,               Créditos comerciales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1653,-6396.1,-18407.16,-30738.71,-46399.67,-53412.12,-79808.23,-106792.7,-117910.19,-137492.22,-192275.11,-199868.64,-206923.93,-251044.95,-253391.24,-277674.14,-264452.8,-305858.13,-315809.12,-352626.55,-368081.03,-385044.04,-387021.62,-366026.15,-424454.63,-435481.82
6,                    Actividad empresarial o comercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1653,-6396.1,-18407.16,-30738.71,-46399.67,-53412.12,-79808.23,-106792.7,-117910.19,-137492.22,-192275.11,-199868.64,-206923.93,-251044.95,-253391.24,-277674.14,-264452.8,-305858.13,-315809.12,-352626.55,-368081.03,-385044.04,-387021.62,-366026.15,-424454.63,-435481.82
6,                    Préstamos de liquidez a otras sociedades cooperativas de ahorro y préstamo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,               Créditos de consumo,-12030593.77,-12030257.15,-12389974.71,-13180492.26,-13476100.49,-13170595.94,-13994923.35,-14821404.09,-14120435.32,-14954613.97,-15523381.28,-14187474,-14337373.26,-14587633.54,-15165551.88,-15572522.35,-16385178.69,-15541263.46,-14912219.61,-15412086.69,-16047385.74,-16855707.21,-17245768.43,-16214640.05,-16321161.64,-16348027.16,-15560475.57,-15565523.62,-15406837.19,-15306253.62,-15603196.26,-15012800.69,-15107311.2,-15517712.07,-16583854.41,-15898396.32,-15676323.64,-15701085.52,-13044963.42,-13164533.6,-13280357.92,-13148810.17,-13681456.92,-13796995.89,-14284585.73,-14432587.28,-15038180.12,-14406243.6
6,                    Tarjeta de crédito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,                    Personales,-4949376.78,-4936700.77,-4951745.55,-5158368.98,-5260962.57,-5441427.77,-5769357.48,-5966520.08,-6146212.86,-6226614.48,-6784919.64,-5960711.04,-6053341.53,-5951655.57,-6524055.69,-6669546.15,-7111919.54,-6863187.1,-6561070.58,-6864812.99,-7194880.18,-7593009.71,-7803912.57,-7273718.22,-7143245.1,-7198620.52,-6905581.85,-6841316.09,-6825680.25,-6706352.68,-6886060,-6556293.45,-6960284.35,-7310036.82,-7855813.23,-7511977.75,-7236739.55,-7321041.86,-5962021.19,-6012335.1,-6182191.85,-6195563.36,-6475308.98,-6409349.41,-6707375.99,-6814662.08,-6789391.24,-6396655.53
6,                    Nómina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,                    Automotriz,-510758.07,-545252.91,-725024.8,-889377.56,-887976.04,-802971.28,-915524.98,-997690.02,-966766.32,-1106795.12,-1155286.71,-1169419.89,-1109012.89,-1150540.56,-1101252.61,-1007724.55,-998181.61,-943773.08,-943709.65,-954959.35,-1037876.81,-1122864.61,-1418162.86,-1364218.04,-1518255.78,-1580597.21,-1587670.56,-1682448.64,-1600651.44,-1586585.49,-1618757.15,-1488723.23,-1434692.11,-1461009.9,-1537794.78,-1373304.12,-1432256.16,-1395100.24,-1142285.8,-1112366.95,-1175286.9,-1125750.49,-1203839.22,-1158815.67,-1194720.01,-1198559.54,-1264902.14,-1143082.4
6,                    Adquisición de bienes muebles,-195649.74,-203176.71,-230075.25,-232816.37,-238093.43,-219742.05,-233605.92,-290414.09,-268449.24,-252526.51,-274528.62,-255340.62,-269454.34,-317936.87,-356520.12,-344968.71,-377061.55,-323787.98,-311435.52,-326120.11,-366587.23,-343894.83,-393124.67,-437059.85,-402437.23,-368534.89,-349207.41,-371971.13,-381341.16,-381212.13,-428020.53,-346869.41,-342112.29,-361144.07,-406863.07,-418533.46,-394874.59,-418496.56,-371524.1,-320153.91,-356536.95,-356643.77,-362909.33,-390247.23,-434980.85,-457213.81,-460707.98,-527492.88
6,                    Operaciones de arrendamiento capitalizable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,                    Otros créditos de consumo,-6374809.18,-6345126.76,-6483129.11,-6899929.35,-7089068.45,-6706454.84,-7076434.97,-7566779.9,-6739006.9,-7368677.86,-7308646.31,-6802002.45,-6905564.5,-7167500.54,-7183723.46,-7550282.94,-7898015.99,-7410515.3,-7096003.86,-7266194.24,-7448041.52,-7795938.06,-7630568.33,-7139643.94,-7257223.53,-7200274.54,-6718015.75,-6669787.76,-6599164.34,-6632103.32,-6670358.58,-6620914.6,-6370222.45,-6385521.28,-6783383.33,-6594580.99,-6612453.34,-6566446.86,-5569132.33,-5719677.64,-5566342.22,-5470852.55,-5639399.39,-5838583.58,-5947508.88,-5962151.85,-6523178.76,-6339012.79
5,               Créditos a la vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,                    Media y residencial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,                    De interés social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,     ESTIMACIÓN PREVENTIVA PARA RIESGOS CREDITICIOS ADICIONAL,-293732.77,-273379.85,-260696.35,-254329.16,-279279.99,-275297.27,-309636.11,-315940.07,-317556.46,-335172.63,-410523.69,-313371.16,-309759.68,-271123.03,-426837.81,-417233.86,-383282.61,-395448.58,-424184.21,-459939.13,-448169.09,-457163.18,-502491.97,-473881.23,-440795.78,-450088.85,-428178.49,-470582.83,-444267.2,-501237.67,-507572.97,-490502.24,-492795.18,-520924.28,-535228.04,-516010.8,-477296.55,-473404.44,-336771.6,-400995.49,-409742.32,-401402.89,-420567.17,-407729.27,-424191.49,-411219.64,-424862.62,-422074.8
4,          POR RIESGOS OPERATIVOS (SOCIEDADES DE INFORMACIÓN CREDITICIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          POR INTERESES DEVENGADOS SOBRE CRÉDITOS VENCIDOS,-293732.77,-273379.85,-260696.35,-254329.16,-279279.99,-275297.27,-309636.11,-315940.07,-317556.46,-335172.63,-410523.69,-313371.16,-309759.68,-271123.03,-426837.81,-417233.86,-383282.61,-395448.58,-424184.21,-459939.13,-448169.09,-457163.18,-502491.97,-473881.23,-440795.78,-450088.85,-428178.49,-470582.83,-444267.2,-501237.67,-507572.97,-490502.24,-492795.18,-520924.28,-535228.04,-516010.8,-477296.55,-473404.44,-336771.6,-400995.49,-409742.32,-401402.89,-420567.17,-407729.27,-424191.49,-411219.64,-424862.62,-422074.8
4,          ORDENADA POR LA COMISIÓN NACIONAL BANCARIA Y DE VALORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,          OPERACIONES CONTINGENTES Y AVALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,OTRAS CUENTAS POR COBRAR,2003015.5,1777195.24,1567029.95,1756293,1486199.51,1539041.25,1366714.05,1518346.42,1509611.88,1328283.28,1312693.7,1165846.94,1137262.02,1386138.14,1499071.82,1520156.9,1673963.3,1551555.14,1668601.47,1923806.79,1462483.57,1647427.64,1804425.02,1454022.83,1857174.03,1792727.72,1824668.84,1740394.94,1711609.74,1681337.51,1713512.96,1656425.59,1769083.06,1790507.43,2222346.37,2030697.01,1814714.22,1814740.1,1610097.28,1777147.7,1850148.51,1930515.05,2127252.45,2024665.45,1921694.77,1960963.09,1996178.06,1924696.07
3,DEUDORES POR LIQUIDACIÓN DE OPERACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     COMPRAVENTA DE DIVISAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     INVERSIONES EN VALORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     REPORTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,DEUDORES POR COLATERALES OTORGADOS EN EFECTIVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,DEUDORES DIVERSOS,2515215.5,2289395.24,2079229.95,2268493,1998399.51,2051241.25,1878914.05,2030546.42,2021811.88,1840483.28,1836418.31,1689571.55,1660986.63,1909862.75,2023581.65,2045439.65,2200088.81,2078419.12,2195027,2450401.23,1988589.13,2174510.11,2332656.71,1980886.05,2398620.08,2333633.77,2354208.72,2269630.94,2271331.27,2241059.04,2271953.81,2221641.13,2313218.69,2333927.01,2765789.94,2573498.97,2357479.94,2356946.59,2153069.59,2318008.85,2409067.95,2505744.39,2729952.6,2621646.22,2569903.06,2597934.54,2631698.08,2047294.73
4,     COMISIONES POR COBRAR SOBRE OPERACIONES VIGENTES NO CREDITICIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PARTIDAS ASOCIADAS A OPERACIONES CREDITICIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     SALDOS A FAVOR DE IMPUESTOS E IMPUESTOS ACREDITABLES,32229.69,33972.4,38261.6,32566.05,32530.7,33814.38,33383.44,32724.55,33309.23,34539.31,33663.86,34120.83,33415.21,32401.69,32951.16,32537.13,32400.99,34912.39,32999.22,33552.83,34000.93,34755.95,33721.31,32501.4,34226.04,34718.31,35069,35311.72,37783.15,39821.67,37734,40871.94,40639.67,41760.14,41558.55,42547.88,46452.11,45925.27,46593.19,46962.22,47953.44,45087.03,43551.58,44704,45181.89,44796.8,44254.02,1790.69
4,     PRÉSTAMOS Y OTROS ADEUDOS DEL PERSONAL,1406570.45,1473502.49,1360169.61,1343058.35,1373517.86,1306960.25,1293778.51,1270925.16,1239500.79,1189726.51,1155169.05,1058943.9,994797.87,1165146.13,1231134.39,1309797.84,1419232.01,1467474.69,1425850.88,1398429.72,1361811.83,1446039.91,1559222.73,1423225.65,1651479.84,1575254.52,1635988.48,1543378.41,1520469.29,1520679.76,1442447.51,1520705.97,1551916.12,1619545.96,1627931.57,1562832.45,1553513.06,1498244.57,1493458.36,1572932.64,1650326.23,1750560.92,1835997.12,1850924.04,1849826.8,1854613.2,1925584.88,1832401.07
4,     INGRESOS POR ARRENDAMIENTO POR COBRAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     ADEUDOS VENCIDOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     OTROS DEUDORES,1076415.36,781920.35,680798.74,892868.6,592350.95,710466.62,551752.1,726896.71,749001.86,616217.46,647585.4,596506.82,632773.55,712314.93,759496.1,703104.68,748455.81,576032.04,736176.9,1018418.68,592776.37,693714.25,739712.67,525159,712914.2,723660.94,683151.24,690940.81,713078.83,680557.61,791772.3,660063.22,720662.9,672620.91,1096299.82,968118.64,757514.77,812776.75,613018.04,698113.99,710788.28,710096.44,850403.9,726018.18,674894.37,698524.54,661859.18,213102.97
3,ESTIMACIÓN POR IRRECUPERABILIDAD O DIFÍCIL COBRO,-512200,-512200,-512200,-512200,-512200,-512200,-512200,-512200,-512200,-512200,-523724.61,-523724.61,-523724.61,-523724.61,-524509.83,-525282.75,-526125.51,-526863.98,-526425.53,-526594.44,-526105.56,-527082.47,-528231.69,-526863.22,-541446.05,-540906.05,-529539.88,-529236,-559721.53,-559721.53,-558440.85,-565215.54,-544135.63,-543419.58,-543443.57,-542801.96,-542765.72,-542206.49,-542972.31,-540861.15,-558919.44,-575229.34,-602700.15,-596980.77,-648208.29,-636971.45,-635520.02,-122598.66
2,BIENES ADJUDICADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"BIENES MUEBLES, VALORES Y DERECHOS ADJUDICADOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MUEBLES ADJUDICADOS RESTRINGIDOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,INMUEBLES ADJUDICADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,INMUEBLES ADJUDICADOS RESTRINGIDOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ESTIMACIÓN POR PÉRDIDA DE VALOR DE BIENES ADJUDICADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,INCREMENTO POR ACTUALIZACIÓN DE BIENES ADJUDICADOS (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"PROPIEDADES, MOBILIARIO Y EQUIPO",12994584.42,14726154.89,14637782.54,15137264.41,15151094.16,15213244.73,15155269.71,15050960.4,14955969.79,14887855.25,15101738.43,15206295.63,15084247.1,14978218.04,15016270.29,14902031.18,14874486.32,14750039.18,14638532.16,14514911.83,14423500.79,14371469.46,14263147.01,14219661.01,14123985.87,14005613.38,13952151.64,13914837.11,13915770.04,13951861.73,13901928.96,13833879.43,13779302.58,13657525.93,13755869.89,14240021.84,14209070.43,14205599.32,14140646.83,14419655.15,14278146.93,15341316.84,15211029.99,15092391.53,15129220.24,15122403.79,15022412.14,14952944.56
3,"PROPIEDADES, MOBILIARIO Y EQUIPO",19634090.22,21482096.22,21383020.28,21973727.49,21983071.8,22035246.22,22087845.22,22096137.22,22113955.22,22153235.22,22475492.52,22702112.02,22702112.02,22718411,22881927.59,22892666.59,22990277.59,22990277.59,23002952.59,23002952.59,23035252.59,23106849.15,23124085.15,22779811.09,22802611.09,22802611.09,22868161.09,22950419.33,23073940.28,23228991.27,23298186.78,23350076.78,23417281.58,23417281.58,23642621.18,24290044.26,24402313,24539433,24615769.5,25044990.18,25053643.18,26268465.63,26287833.73,26319563.9,26508301.07,26650623.36,26699497.27,26780644.22
4,     TERRENOS,2849100,2849100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,4649100,5778123,5778123,5778123,5778123,5778123,5778123,5778123
4,     CONSTRUCCIONES,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29,9281661.29
4,     CONSTRUCCIONES EN PROCESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     EQUIPO DE TRANSPORTE,1196195.87,1196195.87,1068695.87,1576626.89,1468264.82,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1348661.37,1762282.05,1762282.05,1762282.05,1762282.05,1762282.05,1762282.05,1762282.05,1762282.05,1762282.05
4,     EQUIPO DE CÓMPUTO,3181194.95,3223910.95,3252335.01,3335111.2,3442157.15,3540849.02,3572013.02,3580305.02,3598123.02,3637403.02,3959660.32,4186279.82,4186279.82,4196598.8,4360115.39,4360115.39,4400366.39,4400366.39,4400366.39,4400366.39,4405906.39,4477502.95,4477502.95,4373274.7,4373274.7,4373274.7,4438824.7,4521082.94,4629467.88,4784518.87,4846314.38,4878764.38,4945969.18,4945969.18,5171308.78,5608478.8,5714102.54,5848022.54,5906372.54,5921972.54,5921972.54,5994603.99,5994603.99,6045702.26,6192052.43,6263074.63,6274574.63,6339721.58
4,     MOBILIARIO,2759030.99,4564320.99,2764320.99,2764320.99,2774981.42,2848067.42,2869502.42,2869502.42,2869502.42,2869502.42,2869502.42,2869502.42,2869502.42,2875482.42,2875482.42,2886221.42,2943581.42,2943581.42,2956256.42,2956256.42,2983016.42,2983016.42,3000252.42,2760206.61,2783006.61,2783006.61,2783006.61,2783006.61,2798142.62,2798142.62,2805542.62,2824982.62,2824982.62,2824982.62,2824982.62,3035235.68,3041880.68,3045080.68,3063067.18,3063067.18,3071720.18,3084888.18,3104256.28,3084888.18,3127275.18,3198575.27,3235949.18,3251949.18
4,     ADAPTACIONES Y MEJORAS,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12,366907.12
4,"     OTRAS PROPIEDADES, MOBILIARIO Y EQUIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"REVALUACIÓN DE PROPIEDADES, MOBILIARIO Y EQUIPO (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     TERRENOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     CONSTRUCCIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     CONSTRUCCIONES EN PROCESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
